#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable
-----------------------------------------------
#Certains ne respectent pas la demande de ne pas récupérer trop souvent le fichier pour préserver le serveur (cela ne sert à rien de récupérer toutes les 3 min), le fichier présente désormais les 30 derniers jours seulement
#Si vous souhaitez avoir accès à l'ensemble, contactez moi, je n'ai pas le temps de faire la chasse à ceux qui ne respectent pas une certaine éthique, alors je fais en sorte de préserver mes ressources
-----------------------------------------------
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2020-11-26;Seychelles;166;0;159;0.00;95.78;4.22
2020-11-26;Suède;236355;6622;0;2.80;0.00;97.20
2020-11-26;Singapour;58195;28;58104;0.05;99.84;0.11
2020-11-26;Slovénie;71073;1245;49654;1.75;69.86;28.38
2020-11-26;Slovaquie;101257;749;56378;0.74;55.68;43.58
2020-11-26;Sierra Leone;2409;74;1831;3.07;76.01;20.92
2020-11-26;Saint-Marin;1514;44;1231;2.91;81.31;15.79
2020-11-26;Sénégal;15960;331;15558;2.07;97.48;0.44
2020-11-26;Somalie;4451;113;3417;2.54;76.77;20.69
2020-11-26;Suriname;5307;117;5185;2.20;97.70;0.09
2020-11-26;Soudan du sud;3092;61;2949;1.97;95.38;2.65
2020-11-26;Sao Tomé-et-Principe;985;17;928;1.73;94.21;4.06
2020-11-26;El Salvador;37884;1098;34595;2.90;91.32;5.78
2020-11-26;Syrie;7542;399;3330;5.29;44.15;50.56
2020-11-26;Eswatini;6329;120;5929;1.90;93.68;4.42
2020-11-26;Tchad;1661;101;1496;6.08;90.07;3.85
2020-11-26;Togo;2904;64;2345;2.20;80.75;17.05
2020-11-26;Tadjikistan;12044;86;11437;0.71;94.96;4.33
2020-11-26;Thaïlande;3961;60;3790;1.51;95.68;2.80
2020-11-26;Timor-Leste;30;0;30;0.00;100.00;0.00
2020-11-26;Tunisie;92475;3034;67453;3.28;72.94;23.78
2020-11-26;Turquie;503738;13014;388771;2.58;77.18;20.24
2020-11-26;Trinité-et-Tobago;6570;116;5680;1.77;86.45;11.78
2020-11-26;Taïwan;625;7;555;1.12;88.80;10.08
2020-11-26;Tanzanie;509;21;183;4.13;35.95;59.92
2020-11-26;Ukraine;695755;12091;331538;1.74;47.65;50.61
2020-11-26;Ouganda;19115;191;8840;1.00;46.25;52.75
2020-11-26;États-Unis;12883264;263454;4871203;2.04;37.81;60.14
2020-11-26;Uruguay;5117;74;4021;1.45;78.58;19.97
2020-11-26;Ouzbékistan;72409;607;69670;0.84;96.22;2.94
2020-11-26;Vatican;27;0;15;0.00;55.56;44.44
2020-11-26;St-Vincent / Grenadines;84;0;78;0.00;92.86;7.14
2020-11-26;Venezuela;101215;884;96072;0.87;94.92;4.21
2020-11-26;Vanuatu;1;0;0;0.00;0.00;100.00
2020-11-26;Viet Nam;1331;35;1166;2.63;87.60;9.77
2020-11-26;Kosovo;37028;963;22690;2.60;61.28;36.12
2020-11-26;Yémen;2137;612;1484;28.64;69.44;1.92
2020-11-26;Mayotte;5181;49;2964;0.95;57.21;41.85
2020-11-26;Afrique du Sud;778571;21289;716444;2.73;92.02;5.25
2020-11-26;Zambie;17553;357;16779;2.03;95.59;2.38
2020-11-26;Zimbabwe;9623;274;8397;2.85;87.26;9.89
2020-11-26;Autres;721;15;659;2.08;91.40;6.52
2020-11-25;Autres;721;15;659;2.08;91.40;6.52
2020-11-25;Zimbabwe;9508;274;8336;2.88;87.67;9.44
2020-11-25;Zambie;17535;357;16755;2.04;95.55;2.41
2020-11-25;Afrique du Sud;775502;21201;716444;2.73;92.38;4.88
2020-11-25;Mayotte;5181;49;2964;0.95;57.21;41.85
2020-11-25;Yémen;2124;611;1474;28.77;69.40;1.84
2020-11-25;Kosovo;36253;948;22137;2.61;61.06;36.32
2020-11-25;Viet Nam;1321;35;1153;2.65;87.28;10.07
2020-11-25;Vanuatu;1;0;0;0.00;0.00;100.00
2020-11-25;Venezuela;100817;880;95669;0.87;94.89;4.23
2020-11-25;St-Vincent / Grenadines;84;0;78;0.00;92.86;7.14
2020-11-25;Vatican;27;0;15;0.00;55.56;44.44
2020-11-25;Ouzbékistan;72227;606;69477;0.84;96.19;2.97
2020-11-25;Uruguay;4988;73;3923;1.46;78.65;19.89
2020-11-25;États-Unis;12772653;262222;4835956;2.05;37.86;60.09
2020-11-25;Ouganda;18890;191;8832;1.01;46.75;52.23
2020-11-25;Ukraine;680132;11857;321460;1.74;47.26;50.99
2020-11-25;Tanzanie;509;21;183;4.13;35.95;59.92
2020-11-25;Taïwan;623;7;553;1.12;88.76;10.11
2020-11-25;Trinité-et-Tobago;6503;116;5655;1.78;86.96;11.26
2020-11-25;Turquie;467730;12840;385480;2.75;82.42;14.84
2020-11-25;Tunisie;91307;2983;66459;3.27;72.79;23.95
2020-11-25;Timor-Leste;30;0;30;0.00;100.00;0.00
2020-11-25;Thaïlande;3942;60;3788;1.52;96.09;2.38
2020-11-25;Tadjikistan;12008;86;11395;0.72;94.90;4.39
2020-11-25;Togo;2889;64;2320;2.22;80.30;17.48
2020-11-25;Tchad;1655;101;1494;6.10;90.27;3.63
2020-11-25;Eswatini;6272;120;5901;1.91;94.08;4.00
2020-11-25;Syrie;7459;391;3271;5.24;43.85;50.90
2020-11-25;El Salvador;37884;1086;34595;2.87;91.32;5.82
2020-11-25;Sao Tomé-et-Principe;982;17;926;1.73;94.30;3.97
2020-11-25;Soudan du sud;3073;61;2938;1.99;95.61;2.41
2020-11-25;Suriname;5305;117;5184;2.21;97.72;0.08
2020-11-25;Somalie;4445;113;3412;2.54;76.76;20.70
2020-11-25;Sénégal;15927;331;15540;2.08;97.57;0.35
2020-11-25;Saint-Marin;1492;44;1221;2.95;81.84;15.21
2020-11-25;Sierra Leone;2408;74;1829;3.07;75.96;20.97
2020-11-25;Slovaquie;99304;732;53547;0.74;53.92;45.34
2020-11-25;Slovénie;69306;1199;47770;1.73;68.93;29.34
2020-11-25;Singapour;58190;28;58091;0.05;99.83;0.12
2020-11-25;Suède;230514;6555;0;2.84;0.00;97.16
2020-11-25;Seychelles;166;0;159;0.00;95.78;4.22
2020-11-25;Soudan;16649;1210;9908;7.27;59.51;33.22
2020-11-25;Îles Salomon;17;0;5;0.00;29.41;70.59
2020-11-25;Arabie Saoudite;356067;5825;344787;1.64;96.83;1.53
2020-11-25;Rwanda;5779;47;5317;0.81;92.01;7.18
2020-11-25;Russie;2144229;37173;1646737;1.73;76.80;21.47
2020-11-25;Serbie;140608;1315;0;0.94;0.00;99.06
2020-11-25;Roumanie;440344;10541;313885;2.39;71.28;26.32
2020-11-25;Réunion;7836;39;6660;0.50;84.99;14.51
2020-11-25;Qatar;137851;237;134950;0.17;97.90;1.93
2020-11-25;Paraguay;78878;1691;56025;2.14;71.03;26.83
2020-11-25;Portugal;274011;4127;189356;1.51;69.11;29.39
2020-11-25;Palestine;76727;665;60499;0.87;78.85;20.28
2020-11-25;Pologne;924422;14988;469527;1.62;50.79;47.59
2020-11-25;Pakistan;386198;7843;334392;2.03;86.59;11.38
2020-11-25;Philippines;422915;8215;386955;1.94;91.50;6.56
2020-11-25;Papouasie-Nouvelle-Guinée;645;7;588;1.09;91.16;7.75
2020-11-25;Polynésie Française;13783;70;4842;0.51;35.13;64.36
2020-11-25;Pérou;952439;35685;884747;3.75;92.89;3.36
2020-11-25;Panama;158532;3002;139356;1.89;87.90;10.20
2020-11-25;Oman;122579;1391;113856;1.13;92.88;5.98
2020-11-25;Nouvelle-Zélande;2040;25;1955;1.23;95.83;2.94
2020-11-25;Népal;226026;1389;207998;0.61;92.02;7.36
2020-11-25;Norvège;34268;316;17998;0.92;52.52;46.56
2020-11-25;Pays-Bas;506557;9185;6763;1.81;1.34;96.85
2020-11-25;Nicaragua;5784;160;4225;2.77;73.05;24.19
2020-11-25;Nigéria;66805;1169;62493;1.75;93.55;4.70
2020-11-25;Niger;1419;70;1170;4.93;82.45;12.61
2020-11-25;Nouvelle-Calédonie;32;0;32;0.00;100.00;0.00
2020-11-25;Namibie;14006;145;13339;1.04;95.24;3.73
2020-11-25;Mozambique;15302;128;13459;0.84;87.96;11.21
2020-11-25;Malaisie;59817;345;46501;0.58;77.74;21.68
2020-11-25;Mexique;1070487;103597;798037;9.68;74.55;15.77
2020-11-25;Malawi;6018;185;5450;3.07;90.56;6.36
2020-11-25;Maldives;12854;46;11681;0.36;90.87;8.77
2020-11-25;Maurice;497;10;440;2.01;88.53;9.46
2020-11-25;Malte;9253;122;7062;1.32;76.32;22.36
2020-11-25;Mauritanie;8246;171;7646;2.07;92.72;5.20
2020-11-25;Martinique;5413;40;98;0.74;1.81;97.45
2020-11-25;Macao;46;0;46;0.00;100.00;0.00
2020-11-25;Mongolie;712;0;345;0.00;48.46;51.54
2020-11-25;Birmanie;83566;1810;63366;2.17;75.83;22.01
2020-11-25;Mali;4461;148;3060;3.32;68.59;28.09
2020-11-25;Macédoine;57451;1600;34970;2.78;60.87;36.35
2020-11-25;Îles Marshall;4;0;1;0.00;25.00;75.00
2020-11-25;Madagascar;17341;251;16657;1.45;96.06;2.50
2020-11-25;Saint Martin;690;12;598;1.74;86.67;11.59
2020-11-25;Montenegro;32808;459;21229;1.40;64.71;33.89
2020-11-25;Moldavie;101203;2209;83789;2.18;82.79;15.02
2020-11-25;Monaco;594;3;530;0.51;89.23;10.27
2020-11-25;Maroc;336506;5539;284496;1.65;84.54;13.81
2020-11-25;Libye;79797;1125;50914;1.41;63.80;34.79
2020-11-25;Lettonie;14273;184;1686;1.29;11.81;86.90
2020-11-25;Lituanie;51655;432;12282;0.84;23.78;75.39
2020-11-25;Luxembourg;32100;288;22630;0.90;70.50;28.60
2020-11-25;Lesotho;2092;44;1277;2.10;61.04;36.85
2020-11-25;Libéria;1578;83;1340;5.26;84.92;9.82
2020-11-25;Sri Lanka;21469;96;15447;0.45;71.95;27.60
2020-11-25;Liechtenstein;1183;14;985;1.18;83.26;15.55
2020-11-25;Sainte-Lucie;235;2;109;0.85;46.38;52.77
2020-11-25;Liban;120341;950;71236;0.79;59.20;40.02
2020-11-25;Laos;39;0;23;0.00;58.97;41.03
2020-11-25;Kazakhstan;169827;2422;145028;1.43;85.40;13.18
2020-11-25;Koweït;141217;871;134033;0.62;94.91;4.47
2020-11-25;Corée du Sud;32318;515;26950;1.59;83.39;15.02
2020-11-25;Saint-Kitts-et-Nevis;22;0;19;0.00;86.36;13.64
2020-11-25;Comores;607;7;579;1.15;95.39;3.46
2020-11-25;Cambodge;307;0;298;0.00;97.07;2.93
2020-11-25;Kirghizistan;71171;1251;62544;1.76;87.88;10.36
2020-11-25;Kenya;79322;1417;52974;1.79;66.78;31.43
2020-11-25;Japon;137735;1983;114569;1.44;83.18;15.38
2020-11-25;Jordanie;198021;2442;131181;1.23;66.25;32.52
2020-11-25;Jamaïque;10488;247;5623;2.36;53.61;44.03
2020-11-25;Italie;1480874;52028;637149;3.51;43.03;53.46
2020-11-25;Islande;5312;26;5110;0.49;96.20;3.31
2020-11-25;Iran;894385;46207;625606;5.17;69.95;24.89
2020-11-25;Iraq;542187;12086;472054;2.23;87.06;10.71
2020-11-25;Inde;9266705;135223;8679138;1.46;93.66;4.88
2020-11-25;Israël;331915;2826;319921;0.85;96.39;2.76
2020-11-25;Irlande;71187;2033;23364;2.86;32.82;64.32
2020-11-25;Indonésie;511836;16225;429807;3.17;83.97;12.86
2020-11-25;Hongrie;185687;4114;44020;2.22;23.71;74.08
2020-11-25;Haïti;9248;232;7916;2.51;85.60;11.89
2020-11-25;Croatie;111617;1501;89425;1.34;80.12;18.54
2020-11-25;Honduras;106116;2888;47006;2.72;44.30;52.98
2020-11-25;Hong-Kong;5866;108;5295;1.84;90.27;7.89
2020-11-25;Guyana;5236;147;4242;2.81;81.02;16.18
2020-11-25;Guinée-Bissau;2422;43;2309;1.78;95.33;2.89
2020-11-25;Guatemala;119989;4107;108854;3.42;90.72;5.86
2020-11-25;Grèce;97288;1902;23074;1.96;23.72;74.33
2020-11-25;Guinée Équatoriale;5137;85;5005;1.65;97.43;0.91
2020-11-25;Guadeloupe;8344;149;2242;1.79;26.87;71.34
2020-11-25;Guinée;12929;76;11902;0.59;92.06;7.36
2020-11-25;Gambie;3727;123;3587;3.30;96.24;0.46
2020-11-25;Gibraltar;991;5;895;0.50;90.31;9.18
2020-11-25;Ghana;51225;323;50127;0.63;97.86;1.51
2020-11-25;Guyane Française;11116;70;9995;0.63;89.92;9.45
2020-11-25;Grenade;41;0;30;0.00;73.17;26.83
2020-11-25;Géorgie;114889;1085;95581;0.94;83.19;15.86
2020-11-25;Royaume-Uni;1559881;56625;2550;3.63;0.16;96.21
2020-11-25;Gabon;9173;59;9016;0.64;98.29;1.07
2020-11-25;France;2271579;50618;156552;2.23;6.89;90.88
2020-11-25;Îles Féroé;500;0;498;0.00;99.60;0.40
2020-11-25;Fidji;38;2;33;5.26;86.84;7.89
2020-11-25;Finlande;22652;388;16800;1.71;74.17;24.12
2020-11-25;Éthiopie;107109;1664;66574;1.55;62.16;36.29
2020-11-25;Espagne;1605066;44037;150376;2.74;9.37;87.89
2020-11-25;Érythrée;558;0;473;0.00;84.77;15.23
2020-11-25;Sahara Occidental;10;1;8;10.00;80.00;10.00
2020-11-25;Égypte;114107;6585;102201;5.77;89.57;4.66
2020-11-25;Estonie;10541;97;6052;0.92;57.41;41.67
2020-11-25;Équateur;187230;13288;164009;7.10;87.60;5.31
2020-11-25;Algérie;78025;2329;50712;2.98;64.99;32.02
2020-11-25;République Dominicaine;139396;2315;113263;1.66;81.25;17.09
2020-11-25;Dominique;77;0;63;0.00;81.82;18.18
2020-11-25;Danemark;74222;802;58166;1.08;78.37;20.55
2020-11-25;Djibouti;5670;61;5575;1.08;98.32;0.60
2020-11-25;Allemagne;995879;15210;666373;1.53;66.91;31.56
2020-11-25;République Tchèque;505215;7611;417657;1.51;82.67;15.82
2020-11-25;Chypre;9453;47;2055;0.50;21.74;77.76
2020-11-25;Cap-vert;10526;104;9900;0.99;94.05;4.96
2020-11-25;Cuba;8026;133;7470;1.66;93.07;5.27
2020-11-25;Costa Rica;134520;1674;82611;1.24;61.41;37.34
2020-11-25;Colombie;1270991;35860;1174959;2.82;92.44;4.73
2020-11-25;Chine;86490;4634;81547;5.36;94.28;0.36
2020-11-25;Cameroun;23915;437;22177;1.83;92.73;5.44
2020-11-25;Chili;544092;15138;520180;2.78;95.61;1.61
2020-11-25;Côte d'Ivoire;21168;131;20843;0.62;98.46;0.92
2020-11-25;Suisse;309469;4393;211500;1.42;68.34;30.24
2020-11-25;Congo (Brazzaville);5632;93;4988;1.65;88.57;9.78
2020-11-25;République Centrafricaine;4911;63;1924;1.28;39.18;59.54
2020-11-25;Rép. Dém. du Congo;12365;331;11433;2.68;92.46;4.86
2020-11-25;Canada;350971;11733;281883;3.34;80.32;16.34
2020-11-25;Belize;5423;129;2986;2.38;55.06;42.56
2020-11-25;Bélarus;128449;1119;107452;0.87;83.65;15.48
2020-11-25;Botswana;9992;31;7692;0.31;76.98;22.71
2020-11-25;Bhoutan;386;0;367;0.00;95.08;4.92
2020-11-25;Bahamas;7469;163;5733;2.18;76.76;21.06
2020-11-25;Brésil;6166606;170769;5534010;2.77;89.74;7.49
2020-11-25;Bolivie;144276;8933;120209;6.19;83.32;10.49
2020-11-25;Brunéi Darussalam;150;3;145;2.00;96.67;1.33
2020-11-25;Saint Barthélemy;127;0;94;0.00;74.02;25.98
2020-11-25;Bénin;2974;43;2579;1.45;86.72;11.84
2020-11-25;Burundi;673;1;575;0.15;85.44;14.41
2020-11-25;Bahreïn;86185;340;84335;0.39;97.85;1.75
2020-11-25;Bulgarie;133060;3367;42620;2.53;32.03;65.44
2020-11-25;Burkina Faso;2777;68;2567;2.45;92.44;5.11
2020-11-25;Belgique;564967;16077;0;2.85;0.00;97.15
2020-11-25;Bangladesh;454146;6487;369179;1.43;81.29;17.28
2020-11-25;Barbade;263;7;243;2.66;92.40;4.94
2020-11-25;Bosnie-Herzégovine;83328;2429;48210;2.91;57.86;39.23
2020-11-25;Azerbaïdjan;102396;1224;66963;1.20;65.40;33.41
2020-11-25;Australie;27865;907;25547;3.25;91.68;5.06
2020-11-25;Autriche;260512;2667;189059;1.02;72.57;26.40
2020-11-25;Argentine;1390388;37714;1217284;2.71;87.55;9.74
2020-11-25;Arménie;129085;2040;100913;1.58;78.18;20.24
2020-11-25;Angola;14821;340;7517;2.29;50.72;46.99
2020-11-25;Albanie;34944;743;17031;2.13;48.74;49.14
2020-11-25;Antigua-et-Barbuda;140;4;129;2.86;92.14;5.00
2020-11-25;Afghanistan;45490;1725;36145;3.79;79.46;16.75
2020-11-25;Émirats Arabes Unis;162662;563;151044;0.35;92.86;6.80
2020-11-25;Andorre;6428;76;5542;1.18;86.22;12.60
2020-11-24;Andorre;6351;76;5503;1.20;86.65;12.16
2020-11-24;Émirats Arabes Unis;161365;559;150261;0.35;93.12;6.53
2020-11-24;Afghanistan;45280;1712;36122;3.78;79.77;16.44
2020-11-24;Antigua-et-Barbuda;139;4;128;2.88;92.09;5.04
2020-11-24;Albanie;34300;735;16666;2.14;48.59;49.27
2020-11-24;Angola;14742;338;7444;2.29;50.50;47.21
2020-11-24;Arménie;127522;2002;98944;1.57;77.59;20.84
2020-11-24;Argentine;1381795;37432;1210634;2.71;87.61;9.68
2020-11-24;Autriche;254710;2577;182620;1.01;71.70;27.29
2020-11-24;Australie;27853;907;25539;3.26;91.69;5.05
2020-11-24;Azerbaïdjan;98927;1194;65734;1.21;66.45;32.35
2020-11-24;Bosnie-Herzégovine;81739;2394;47525;2.93;58.14;38.93
2020-11-24;Barbade;262;7;242;2.67;92.37;4.96
2020-11-24;Bangladesh;451990;6448;366877;1.43;81.17;17.40
2020-11-24;Belgique;561803;15938;0;2.84;0.00;97.16
2020-11-24;Burkina Faso;2757;68;2557;2.47;92.75;4.79
2020-11-24;Bulgarie;129348;3226;40102;2.49;31.00;66.50
2020-11-24;Bahreïn;86016;340;84166;0.40;97.85;1.76
2020-11-24;Burundi;673;1;575;0.15;85.44;14.41
2020-11-24;Bénin;2916;43;2579;1.47;88.44;10.08
2020-11-24;Saint Barthélemy;127;0;94;0.00;74.02;25.98
2020-11-24;Brunéi Darussalam;150;3;145;2.00;96.67;1.33
2020-11-24;Bolivie;144147;8928;119835;6.19;83.13;10.67
2020-11-24;Brésil;6118708;170115;5509645;2.78;90.05;7.17
2020-11-24;Bahamas;7460;163;5708;2.18;76.51;21.30
2020-11-24;Bhoutan;386;0;363;0.00;94.04;5.96
2020-11-24;Botswana;9992;31;7692;0.31;76.98;22.71
2020-11-24;Bélarus;126953;1112;105835;0.88;83.37;15.76
2020-11-24;Belize;5335;125;2899;2.34;54.34;43.32
2020-11-24;Canada;346013;11676;278191;3.37;80.40;16.23
2020-11-24;Rép. Dém. du Congo;12310;331;11433;2.69;92.88;4.44
2020-11-24;République Centrafricaine;4911;63;1924;1.28;39.18;59.54
2020-11-24;Congo (Brazzaville);5632;93;4988;1.65;88.57;9.78
2020-11-24;Suisse;304593;4308;211500;1.41;69.44;29.15
2020-11-24;Côte d'Ivoire;21156;131;20833;0.62;98.47;0.91
2020-11-24;Chili;543087;15131;518834;2.79;95.53;1.68
2020-11-24;Cameroun;23869;436;22177;1.83;92.91;5.26
2020-11-24;Chine;86469;4634;81527;5.36;94.28;0.36
2020-11-24;Colombie;1262494;35677;1167857;2.83;92.50;4.67
2020-11-24;Costa Rica;133190;1662;81973;1.25;61.55;37.21
2020-11-24;Cuba;7950;133;7428;1.67;93.43;4.89
2020-11-24;Cap-vert;10400;104;9833;1.00;94.55;4.45
2020-11-24;Chypre;9199;46;2055;0.50;22.34;77.16
2020-11-24;République Tchèque;502534;7499;416832;1.49;82.95;15.56
2020-11-24;Allemagne;963192;14832;649070;1.54;67.39;31.07
2020-11-24;Djibouti;5669;61;5569;1.08;98.24;0.69
2020-11-24;Danemark;73039;797;57093;1.09;78.17;20.74
2020-11-24;Dominique;77;0;63;0.00;81.82;18.18
2020-11-24;République Dominicaine;139111;2313;113134;1.66;81.33;17.01
2020-11-24;Algérie;77000;2309;50070;3.00;65.03;31.98
2020-11-24;Équateur;186436;13264;164009;7.11;87.97;4.91
2020-11-24;Estonie;10159;94;6014;0.93;59.20;39.88
2020-11-24;Égypte;113742;6573;102103;5.78;89.77;4.45
2020-11-24;Sahara Occidental;10;1;8;10.00;80.00;10.00
2020-11-24;Érythrée;558;0;473;0.00;84.77;15.23
2020-11-24;Espagne;1594844;43668;150376;2.74;9.43;87.83
2020-11-24;Éthiopie;106591;1661;66018;1.56;61.94;36.51
2020-11-24;Finlande;22289;384;15300;1.72;68.64;29.63
2020-11-24;Fidji;38;2;33;5.26;86.84;7.89
2020-11-24;Îles Féroé;500;0;498;0.00;99.60;0.40
2020-11-24;France;2255297;50237;154679;2.23;6.86;90.91
2020-11-24;Gabon;9150;59;8999;0.64;98.35;1.01
2020-11-24;Royaume-Uni;1541630;55930;2520;3.63;0.16;96.21
2020-11-24;Géorgie;111818;1051;92215;0.94;82.47;16.59
2020-11-24;Grenade;41;0;30;0.00;73.17;26.83
2020-11-24;Guyane Française;11079;70;9995;0.63;90.22;9.15
2020-11-24;Ghana;51184;323;50029;0.63;97.74;1.63
2020-11-24;Gibraltar;981;5;885;0.51;90.21;9.28
2020-11-24;Gambie;3726;123;3585;3.30;96.22;0.48
2020-11-24;Guinée;12863;75;11877;0.58;92.33;7.08
2020-11-24;Guadeloupe;8344;149;2242;1.79;26.87;71.34
2020-11-24;Guinée Équatoriale;5137;85;5005;1.65;97.43;0.91
2020-11-24;Grèce;95137;1815;23074;1.91;24.25;73.84
2020-11-24;Guatemala;119349;4099;108338;3.43;90.77;5.79
2020-11-24;Guinée-Bissau;2422;43;2309;1.78;95.33;2.89
2020-11-24;Guyana;5189;147;4204;2.83;81.02;16.15
2020-11-24;Hong-Kong;5781;108;5274;1.87;91.23;6.90
2020-11-24;Honduras;105211;2869;46616;2.73;44.31;52.97
2020-11-24;Croatie;108014;1445;87408;1.34;80.92;17.74
2020-11-24;Haïti;9229;232;7886;2.51;85.45;12.04
2020-11-24;Hongrie;181881;4008;44020;2.20;24.20;73.59
2020-11-24;Indonésie;506302;16111;425313;3.18;84.00;12.81
2020-11-24;Irlande;70930;2028;23364;2.86;32.94;64.20
2020-11-24;Israël;330935;2822;319086;0.85;96.42;2.73
2020-11-24;Inde;9222216;134699;8642771;1.46;93.72;4.82
2020-11-24;Iraq;539749;12031;469784;2.23;87.04;10.73
2020-11-24;Iran;880542;45738;617715;5.19;70.15;24.65
2020-11-24;Islande;5298;26;5086;0.49;96.00;3.51
2020-11-24;Italie;1455022;51306;605330;3.53;41.60;54.87
2020-11-24;Jamaïque;10422;243;5572;2.33;53.46;44.20
2020-11-24;Jordanie;192996;2380;125433;1.23;64.99;33.77
2020-11-24;Japon;135786;1963;112385;1.45;82.77;15.79
2020-11-24;Kenya;78512;1409;52709;1.79;67.13;31.07
2020-11-24;Kirghizistan;70366;1241;61593;1.76;87.53;10.70
2020-11-24;Cambodge;307;0;298;0.00;97.07;2.93
2020-11-24;Comores;607;7;579;1.15;95.39;3.46
2020-11-24;Saint-Kitts-et-Nevis;22;0;19;0.00;86.36;13.64
2020-11-24;Corée du Sud;31735;513;26825;1.62;84.53;13.86
2020-11-24;Koweït;140795;870;133407;0.62;94.75;4.63
2020-11-24;Kazakhstan;127580;1945;114347;1.52;89.63;8.85
2020-11-24;Laos;39;0;23;0.00;58.97;41.03
2020-11-24;Liban;118705;934;70555;0.79;59.44;39.78
2020-11-24;Sainte-Lucie;226;2;109;0.88;48.23;50.88
2020-11-24;Liechtenstein;1158;13;952;1.12;82.21;16.67
2020-11-24;Sri Lanka;20967;94;14962;0.45;71.36;28.19
2020-11-24;Libéria;1551;82;1331;5.29;85.82;8.90
2020-11-24;Lesotho;2092;44;1277;2.10;61.04;36.85
2020-11-24;Luxembourg;31484;283;22189;0.90;70.48;28.62
2020-11-24;Lituanie;49393;409;11595;0.83;23.47;75.70
2020-11-24;Lettonie;13693;175;1651;1.28;12.06;86.66
2020-11-24;Libye;79180;1110;50304;1.40;63.53;35.07
2020-11-24;Maroc;331527;5469;279276;1.65;84.24;14.11
2020-11-24;Monaco;587;3;523;0.51;89.10;10.39
2020-11-24;Moldavie;99633;2188;82335;2.20;82.64;15.17
2020-11-24;Montenegro;32188;450;20627;1.40;64.08;34.52
2020-11-24;Saint Martin;690;12;598;1.74;86.67;11.59
2020-11-24;Madagascar;17341;251;16657;1.45;96.06;2.50
2020-11-24;Îles Marshall;4;0;1;0.00;25.00;75.00
2020-11-24;Macédoine;56164;1561;33892;2.78;60.34;36.88
2020-11-24;Mali;4417;148;3054;3.35;69.14;27.51
2020-11-24;Birmanie;82236;1784;60965;2.17;74.13;23.70
2020-11-24;Mongolie;699;0;342;0.00;48.93;51.07
2020-11-24;Macao;46;0;46;0.00;100.00;0.00
2020-11-24;Martinique;5413;37;98;0.68;1.81;97.51
2020-11-24;Mauritanie;8193;169;7636;2.06;93.20;4.74
2020-11-24;Malte;9137;117;6938;1.28;75.93;22.79
2020-11-24;Maurice;494;10;433;2.02;87.65;10.32
2020-11-24;Maldives;12810;46;11660;0.36;91.02;8.62
2020-11-24;Malawi;6017;185;5445;3.07;90.49;6.43
2020-11-24;Mexique;1060152;102739;791516;9.69;74.66;15.65
2020-11-24;Malaisie;58847;341;44153;0.58;75.03;24.39
2020-11-24;Mozambique;15231;127;13408;0.83;88.03;11.14
2020-11-24;Namibie;13938;145;13272;1.04;95.22;3.74
2020-11-24;Nouvelle-Calédonie;32;0;32;0.00;100.00;0.00
2020-11-24;Niger;1406;70;1169;4.98;83.14;11.88
2020-11-24;Nigéria;66607;1169;62311;1.76;93.55;4.69
2020-11-24;Nicaragua;5784;160;4225;2.77;73.05;24.19
2020-11-24;Pays-Bas;501503;9111;6722;1.82;1.34;96.84
2020-11-24;Norvège;33717;314;17998;0.93;53.38;45.69
2020-11-24;Népal;224078;1361;204858;0.61;91.42;7.97
2020-11-24;Nouvelle-Zélande;2039;25;1955;1.23;95.88;2.89
2020-11-24;Oman;122579;1391;113856;1.13;92.88;5.98
2020-11-24;Panama;156930;2986;138007;1.90;87.94;10.16
2020-11-24;Pérou;950557;35641;882600;3.75;92.85;3.40
2020-11-24;Polynésie Française;13517;70;4842;0.52;35.82;63.66
2020-11-24;Papouasie-Nouvelle-Guinée;630;7;588;1.11;93.33;5.56
2020-11-24;Philippines;421722;8185;386792;1.94;91.72;6.34
2020-11-24;Pakistan;382892;7803;332974;2.04;86.96;11.00
2020-11-24;Pologne;909066;14314;454717;1.57;50.02;48.41
2020-11-24;Palestine;75007;656;60009;0.87;80.00;19.12
2020-11-24;Portugal;268721;4056;184233;1.51;68.56;29.93
2020-11-24;Paraguay;77891;1677;55531;2.15;71.29;26.55
2020-11-24;Qatar;137642;236;134698;0.17;97.86;1.97
2020-11-24;Réunion;7689;35;6660;0.46;86.62;12.93
2020-11-24;Roumanie;430605;10373;304188;2.41;70.64;26.95
2020-11-24;Serbie;133029;1274;0;0.96;0.00;99.04
2020-11-24;Russie;2120836;36675;1621465;1.73;76.45;21.82
2020-11-24;Rwanda;5750;47;5241;0.82;91.15;8.03
2020-11-24;Arabie Saoudite;355741;5811;344311;1.63;96.79;1.58
2020-11-24;Îles Salomon;17;0;5;0.00;29.41;70.59
